t_start,t_end,t_release,label,score,alarm,dominant,domain,csec_corr,csec_unc,decision_ms_after_target,csec_wait_ms,prov_score,prov_alarm,|r_bal|,|r_aux|,|r_cool|,|r_ups|,|r_qp|,|r_pv|,|r_reg|,e_rec,e_fc
2.00,3.27,3.28,0,7.94370,1,e_rec,single-domain,0.0000,0.0000,5.042,0,7.94370,1,-2.44,12.68,-0.5916,0,-0.8876,31.17,50,37.2,36.13
2.40,3.67,3.68,0,2.29095,1,e_rec,single-domain,0.0000,0.0000,3.997,0,2.29095,1,-2.483,13.8,-0.4191,0,-0.876,27.3,48.32,18.46,27.21
2.80,4.07,4.08,0,12.67800,1,e_rec,single-domain,0.0000,0.0000,3.733,0,12.67800,1,-2.167,13.42,-0.3544,0,-0.74,17.78,47.15,50,6.249
3.20,4.47,4.48,0,-1.98549,0,e_rec,single-domain,0.0000,0.0000,3.608,0,-1.98549,0,-1.048,10.52,0.628,0,0.3376,8.951,50,9.214,9.325
3.60,4.87,4.88,0,6.58962,1,e_rec,single-domain,0.0000,0.0000,3.672,0,6.58962,1,-0.7893,9.036,0.4353,0,0.07789,2.722,44.57,35.05,3.238
4.00,5.27,5.28,0,5.49268,1,e_rec,single-domain,0.0000,0.0000,3.607,0,5.49268,1,0.7462,5.769,0.5775,0,0.03583,2.993,47.63,33.6,4.521
4.40,5.67,5.68,0,-2.99640,0,e_rec,single-domain,0.0000,0.0000,3.658,0,-2.99640,0,0.01435,4.152,1.14,0,0.05916,4.408,41.78,7.529,6.368
4.80,6.07,6.08,0,-1.59028,0,e_rec,single-domain,0.0000,0.0000,3.724,0,-1.59028,0,0.1579,4.02,0.2386,0,0.1101,6.311,37.87,10.31,-0.3698
5.20,6.47,6.48,0,-2.25480,0,e_rec,cross-domain,0.0000,0.0000,3.576,0,-2.25480,0,0.244,2.765,-0.05782,0,0.1238,5.951,28.71,6.83,-0.5118
5.60,6.87,6.88,0,-4.04835,0,|r_aux|,cross-domain,0.0000,0.0000,3.507,0,-4.04835,0,0.4736,1.819,1.074,0,-0.3183,3.258,18.84,-0.8835,0.374
6.00,7.27,7.28,0,-2.90560,0,|r_qp|,cross-domain,0.0000,0.0000,3.703,0,-2.90560,0,0.4018,1.676,0.3624,0,-0.9012,1.464,14.29,1.069,-0.2892
6.40,7.67,7.68,0,-3.11916,0,|r_qp|,cross-domain,0.0000,0.0000,3.622,0,-3.11916,0,0.6314,0.723,0.4134,0,-0.5584,1.044,6.111,-0.6264,-0.1539
6.80,8.07,8.08,0,-2.57063,0,|r_aux|,cross-domain,0.0000,0.0000,3.725,0,-2.57063,0,0.5597,1.328,2.131,0,-0.387,2.064,0.621,-0.5139,0.3753
