t_start,t_end,t_release,label,score,alarm,dominant,domain,csec_corr,csec_unc,decision_ms_after_target,csec_wait_ms,prov_score,prov_alarm,|r_bal|,|r_aux|,|r_cool|,|r_ups|,|r_qp|,|r_pv|,|r_reg|,e_rec,e_fc
2.00,3.27,3.28,0,4.54242,1,e_rec,single-domain,0.0000,0.0000,4.902,0,4.54242,1,-2.44,12.68,-0.5916,0,-0.8876,31.17,50,23.49,37.92
2.40,3.67,3.68,0,0.29103,1,e_rec,single-domain,0.0000,0.0000,3.865,0,0.29103,1,-2.483,13.8,-0.4191,0,-0.876,27.3,48.32,9.859,34.4
2.80,4.07,4.08,0,12.24198,1,e_rec,single-domain,0.0000,0.0000,3.672,0,12.24198,1,-2.167,13.42,-0.3544,0,-0.858,17.78,47.15,44.96,8.615
3.20,4.47,4.48,0,-1.45776,0,e_rec,single-domain,0.0000,0.0000,3.723,0,-1.45776,0,-0.9902,10.52,0.6235,0,0.1148,8.951,50,7.585,7.274
3.60,4.87,4.88,0,6.15978,1,e_rec,single-domain,0.0000,0.0000,3.526,0,6.15978,1,-0.7319,9.036,0.4308,0,-0.1449,2.722,44.57,30.65,7.057
4.00,5.27,5.28,0,4.13849,1,e_rec,single-domain,0.0000,0.0000,3.658,0,4.13849,1,0.8036,5.769,0.573,0,-0.06899,2.993,47.63,26.24,4.608
4.40,5.67,5.68,0,-2.99908,0,e_rec,single-domain,0.0000,0.0000,3.614,0,-2.99908,0,0.07175,4.152,1.136,0,-0.04566,4.408,41.78,5.081,5.099
4.80,6.07,6.08,0,-1.04705,0,e_rec,single-domain,0.0000,0.0000,3.627,0,-1.04705,0,0.1579,4.02,0.2386,0,0.1101,6.311,37.87,9.84,-0.6283
5.20,6.47,6.48,0,-2.25983,0,e_rec,cross-domain,0.0000,0.0000,3.584,0,-2.25983,0,0.2296,2.765,-0.05782,0,0.1149,5.951,28.71,5.273,-0.6245
5.60,6.87,6.88,0,-3.79753,0,|r_aux|,cross-domain,0.0000,0.0000,3.584,0,-3.79753,0,0.4592,1.819,1.074,0,-0.3272,3.258,18.84,-0.9946,0.146
6.00,7.27,7.28,0,-2.62962,0,e_rec,cross-domain,0.0000,0.0000,3.627,0,-2.62962,0,0.3301,1.676,0.3578,0,-0.8037,1.464,14.29,1.388,-0.3982
6.40,7.67,7.68,0,-3.10449,0,|r_aux|,cross-domain,0.0000,0.0000,3.599,0,-3.10449,0,0.574,0.723,0.4135,0,-0.3707,1.044,6.111,-0.5109,-0.1607
6.80,8.07,8.08,0,-2.69529,0,|r_aux|,cross-domain,0.0000,0.0000,3.649,0,-2.69529,0,0.531,1.328,2.131,0,-0.1642,2.064,0.621,-0.5817,-0.1853
7.20,8.47,8.48,0,-2.83512,0,|r_aux|,cross-domain,0.0000,0.0000,3.541,0,-2.83512,0,1.205,1.179,1.599,0,-0.09938,1.914,1.44,-1.098,-0.5261
7.60,8.87,8.88,0,-2.18815,0,e_rec,cross-domain,0.0000,0.0000,3.558,0,-2.18815,0,1.005,0.8483,1.658,0,0.4715,1.262,1.019,1.953,-0.1896
8.00,9.27,9.28,0,-2.91996,0,|r_bal|,cross-domain,0.0000,0.0000,3.672,0,-2.91996,0,0.8898,0.818,2.672,0,0.6363,1.756,0.8667,0.006649,0.5097
8.40,9.67,9.68,0,-3.16137,0,|r_aux|,cross-domain,0.0000,0.0000,3.933,0,-3.16137,0,0.4018,1.159,1.264,0,0.7582,1.255,0.02505,-0.5794,0.2581
8.80,10.07,10.08,0,-2.16603,0,e_rec,cross-domain,0.0000,0.0000,3.839,0,-2.16603,0,0.7462,1.031,0.6861,0,0.6967,1.277,-0.3338,2.127,0.1081
9.20,10.47,10.48,0,-2.59915,0,e_rec,cross-domain,0.0000,0.0000,3.548,0,-2.59915,0,0.4879,1.218,1.971,0,0.6899,0.317,-0.1757,0.9992,0.4198
9.60,10.87,10.88,0,-3.13819,0,|r_aux|,cross-domain,0.0000,0.0000,3.498,0,-3.13819,0,0.6458,1.389,1.204,0,0.6406,-0.1873,0.6683,-0.7193,-0.2219
10.00,11.27,11.28,0,-1.93993,0,e_rec,cross-domain,0.0000,0.0000,3.642,0,-1.93993,0,0.8898,1.142,1.047,0,0.2853,-0.7021,0.1367,2.464,0.7719
10.40,11.67,11.68,0,-2.53360,0,|r_aux|,cross-domain,0.0000,0.0000,3.555,0,-2.53360,0,0.818,1.124,2.721,0,-0.2429,0.08972,0.2316,-0.08695,0.08343
10.80,12.07,12.08,0,-2.79025,0,|r_aux|,cross-domain,0.0000,0.0000,3.500,0,-2.79025,0,0.6888,1.357,1.108,0,-0.1048,0.6188,0.6034,-0.7335,-0.09958
11.20,12.47,12.48,0,-1.68589,0,e_rec,cross-domain,0.0000,0.0000,3.736,0,-1.68589,0,0.3588,1.14,0.831,0,0.3484,1.754,0.1278,3.369,0.6147
11.60,12.87,12.88,0,-2.56237,0,|r_aux|,cross-domain,0.0000,0.0000,3.540,0,-2.56237,0,1.162,1.175,2.318,0,0.5908,1.86,0.3043,0.432,-0.3964
12.00,13.27,13.28,0,-3.09827,0,|r_aux|,cross-domain,0.0000,0.0000,3.612,0,-3.09827,0,0.9902,1.38,0.8368,0,0.4997,1.408,0.697,-1.13,0.3062
12.40,13.67,13.68,0,-2.67737,0,|r_bal|,cross-domain,0.0000,0.0000,3.503,0,-2.67737,0,1.292,1.093,0.5744,0,-0.1913,0.574,0.2828,-0.7653,-0.06297
